ZIP,Size of adjusted gross income,number of returns,single returns,joint returns,Adjusted gross income
47163,"$200,000 or more",** ,** ,** ,** 
,,,,,
47164,,"1,630",640,750,"84,368"
47164,"$1 under $25,000",610,370,120,7425
47164,"$25,000 under $50,000",400,170,150,14850
47164,"$50,000 under $75,000",250,70,160,15472
47164,"$75,000 under $100,000",170,30,140,14434
47164,"$100,000 under $200,000",170,** ,160,21963
47164,"$200,000 or more",30,** ,20,10224
,,,,,
47165,,"2,680","1,090","1,240","128,164"
47165,"$1 under $25,000",940,610,190,11179
47165,"$25,000 under $50,000",750,340,270,26537
47165,"$50,000 under $75,000",470,100,310,29206
47165,"$75,000 under $100,000",260,40,220,22426
47165,"$100,000 under $200,000",240,** ,230,30892
47165,"$200,000 or more",20,** ,20,7924
,,,,,
47166,,680,280,320,"33,713"
47166,"$1 under $25,000",230,150,40,2973
47166,"$25,000 under $50,000",180,90,60,6469
47166,"$50,000 under $75,000",110,40,70,6563
47166,"$75,000 under $100,000",80,** ,80,7272
47166,"$100,000 under $200,000",80,** ,70,10436
47166,"$200,000 or more",** ,** ,** ,** 
,,,,,
47167,,"6,940","3,120","2,870","309,845"
47167,"$1 under $25,000",2790,1820,550,33194
47167,"$25,000 under $50,000",1950,940,630,70408
47167,"$50,000 under $75,000",990,240,640,60491
47167,"$75,000 under $100,000",580,70,490,49948
47167,"$100,000 under $200,000",550,50,500,70035
47167,"$200,000 or more",80,** ,60,25769
,,,,,
47170,,"6,480","2,930","2,530","303,325"
47170,"$1 under $25,000",2530,1670,420,31216
47170,"$25,000 under $50,000",1830,890,520,66898
47170,"$50,000 under $75,000",940,270,540,57678
47170,"$75,000 under $100,000",560,50,480,48092
47170,"$100,000 under $200,000",540,50,490,69362
47170,"$200,000 or more",80,** ,80,30079
,,,,,
47172,,"9,040","3,810","4,060","628,908"
47172,"$1 under $25,000",2750,2070,320,32595
47172,"$25,000 under $50,000",1960,1000,520,72261
47172,"$50,000 under $75,000",1400,470,690,85776
47172,"$75,000 under $100,000",990,140,790,86372
47172,"$100,000 under $200,000",1580,110,1410,210678
47172,"$200,000 or more",360,20,330,141226
,,,,,
47175,,380,170,170,"17,230"
47175,"$1 under $25,000",130,90,30,1523
47175,"$25,000 under $50,000",120,60,40,4502
47175,"$50,000 under $75,000",60,20,40,3391
47175,"$75,000 under $100,000",40,** ,30,3350
47175,"$100,000 under $200,000",30,** ,30,4464
47175,"$200,000 or more",** ,** ,** ,** 
,,,,,
47177,,580,230,300,"31,144"
47177,"$1 under $25,000",200,140,40,2482
47177,"$25,000 under $50,000",130,60,60,4988
47177,"$50,000 under $75,000",100,30,60,5881
47177,"$75,000 under $100,000",70,** ,60,5775
47177,"$100,000 under $200,000",80,** ,80,12018
47177,"$200,000 or more",** ,** ,** ,** 
,,,,,
47201,,"21,410","9,970","8,400","1,459,450"
47201,"$1 under $25,000",7240,5240,800,83408
47201,"$25,000 under $50,000",4990,2580,1190,182427
47201,"$50,000 under $75,000",3240,1310,1530,201505
47201,"$75,000 under $100,000",2230,530,1580,191778
47201,"$100,000 under $200,000",2810,250,2480,381444
47201,"$200,000 or more",900,60,820,418888
,,,,,
47203,,"13,090","5,740","5,660","968,100"
47203,"$1 under $25,000",4190,3080,560,47758
47203,"$25,000 under $50,000",2880,1440,700,105485
47203,"$50,000 under $75,000",1970,740,990,122025
47203,"$75,000 under $100,000",1510,270,1140,130704
47203,"$100,000 under $200,000",2070,180,1840,278607
47203,"$200,000 or more",470,30,430,283521
,,,,,
47220,,"2,490","1,070","1,110","141,231"
47220,"$1 under $25,000",890,620,140,9947
47220,"$25,000 under $50,000",630,320,190,23075
47220,"$50,000 under $75,000",350,90,230,21809
47220,"$75,000 under $100,000",250,40,210,21619
47220,"$100,000 under $200,000",300,** ,280,39455
47220,"$200,000 or more",70,0,60,25326
,,,,,
47223,,660,290,280,"27,564"
47223,"$1 under $25,000",270,180,60,3330
47223,"$25,000 under $50,000",180,80,60,6757
47223,"$50,000 under $75,000",100,30,60,5853
47223,"$75,000 under $100,000",70,** ,60,5756
47223,"$100,000 under $200,000",40,** ,40,5868
47223,"$200,000 or more",** ,** ,** ,** 
,,,,,
47224,,200,90,100,"8,697"
47224,"$1 under $25,000",80,50,30,987
47224,"$25,000 under $50,000",50,40,40,1809
47224,"$50,000 under $75,000",30,** ,** ,2028
47224,"$75,000 under $100,000",40,** ,30,3873
47224,"$100,000 under $200,000",** ,** ,** ,** 
47224,"$200,000 or more",** ,** ,** ,** 
,,,,,
47227,,720,320,300,"33,041"
47227,"$1 under $25,000",260,170,50,3251
47227,"$25,000 under $50,000",190,100,60,7039
47227,"$50,000 under $75,000",140,50,80,8705
47227,"$75,000 under $100,000",70,** ,60,6311
47227,"$100,000 under $200,000",60,** ,50,7735
47227,"$200,000 or more",** ,** ,** ,** 
,,,,,
47229,,"1,450",600,640,"67,912"
47229,"$1 under $25,000",550,340,130,6295
47229,"$25,000 under $50,000",370,180,110,13798
47229,"$50,000 under $75,000",250,80,160,15301
47229,"$75,000 under $100,000",150,** ,130,12986
47229,"$100,000 under $200,000",130,** ,110,19532
47229,"$200,000 or more",** ,** ,** ,** 
,,,,,
47230,,900,360,400,"40,497"
47230,"$1 under $25,000",320,200,70,3761
47230,"$25,000 under $50,000",280,120,110,10375
47230,"$50,000 under $75,000",130,40,80,7992
47230,"$75,000 under $100,000",90,** ,70,7365
47230,"$100,000 under $200,000",80,** ,70,11004
47230,"$200,000 or more",** ,** ,** ,** 
,,,,,
47231,,510,200,220,"23,110"
47231,"$1 under $25,000",200,120,40,2348
47231,"$25,000 under $50,000",140,50,50,5015
47231,"$50,000 under $75,000",80,30,50,4726
47231,"$75,000 under $100,000",40,** ,40,3543
47231,"$100,000 under $200,000",50,** ,40,7478
47231,"$200,000 or more",** ,** ,** ,** 
,,,,,
47232,,"1,210",490,570,"63,823"
47232,"$1 under $25,000",420,290,70,4825
47232,"$25,000 under $50,000",300,130,110,10822
47232,"$50,000 under $75,000",190,70,110,11500
47232,"$75,000 under $100,000",130,** ,110,11269
47232,"$100,000 under $200,000",150,** ,150,20353
47232,"$200,000 or more",20,0,20,5054
,,,,,
47234,,700,300,340,"40,710"
47234,"$1 under $25,000",240,170,50,2649
47234,"$25,000 under $50,000",160,90,50,5774
47234,"$50,000 under $75,000",110,40,70,6816
47234,"$75,000 under $100,000",80,** ,70,7144
47234,"$100,000 under $200,000",110,** ,100,18327
47234,"$200,000 or more",** ,** ,** ,** 
,,,,,
47235,,850,340,410,"45,502"
47235,"$1 under $25,000",300,190,70,3258
47235,"$25,000 under $50,000",210,90,80,7890
47235,"$50,000 under $75,000",130,40,80,8086
47235,"$75,000 under $100,000",100,20,80,8447
47235,"$100,000 under $200,000",110,** ,100,17821
47235,"$200,000 or more",** ,** ,** ,** 
,,,,,
47240,,"10,390","4,800","4,190","548,194"
47240,"$1 under $25,000",3720,2680,540,41981
47240,"$25,000 under $50,000",2660,1370,710,98593
47240,"$50,000 under $75,000",1660,520,930,102448
47240,"$75,000 under $100,000",1050,140,840,90653
47240,"$100,000 under $200,000",1100,90,990,143371
47240,"$200,000 or more",200,** ,180,71148
,,,,,
47243,,"2,330","1,050",930,"114,426"
47243,"$1 under $25,000",880,600,130,10905
47243,"$25,000 under $50,000",670,310,200,24408
47243,"$50,000 under $75,000",340,120,200,21091
47243,"$75,000 under $100,000",190,** ,170,16504
47243,"$100,000 under $200,000",220,20,200,27653
47243,"$200,000 or more",30,** ,30,13865
,,,,,
47244,,340,140,170,"18,168"
47244,"$1 under $25,000",110,80,** ,1230
47244,"$25,000 under $50,000",100,60,60,3647
47244,"$50,000 under $75,000",50,** ,30,2964
47244,"$75,000 under $100,000",30,** ,30,2672
47244,"$100,000 under $200,000",50,** ,50,7655
47244,"$200,000 or more",** ,** ,** ,** 
,,,,,
47246,,"1,950",820,890,"102,256"
47246,"$1 under $25,000",680,480,110,7976
47246,"$25,000 under $50,000",480,210,160,17630
47246,"$50,000 under $75,000",310,100,190,19095
47246,"$75,000 under $100,000",220,30,190,18889
47246,"$100,000 under $200,000",220,** ,210,28036
47246,"$200,000 or more",40,** ,30,10630
,,,,,
47250,,"10,120","4,770","3,920","540,548"
47250,"$1 under $25,000",3890,2740,570,46412
47250,"$25,000 under $50,000",2620,1320,700,95421
47250,"$50,000 under $75,000",1450,480,790,88836
47250,"$75,000 under $100,000",920,140,740,79919
47250,"$100,000 under $200,000",1030,90,920,134143
47250,"$200,000 or more",210,** ,200,95817
,,,,,
47260,,820,360,350,"34,890"
47260,"$1 under $25,000",340,230,70,4064
47260,"$25,000 under $50,000",230,90,80,8185
47260,"$50,000 under $75,000",120,40,80,7362
47260,"$75,000 under $100,000",60,** ,60,5502
47260,"$100,000 under $200,000",70,** ,60,9777
47260,"$200,000 or more",** ,** ,** ,** 
,,,,,
47264,,590,220,310,"28,137"
47264,"$1 under $25,000",210,120,60,2555
47264,"$25,000 under $50,000",160,70,70,5784
47264,"$50,000 under $75,000",110,30,70,6384
47264,"$75,000 under $100,000",60,** ,60,5340
47264,"$100,000 under $200,000",50,** ,50,8074
47264,"$200,000 or more",** ,** ,** ,** 
,,,,,
47265,,"9,300","4,240","3,450","410,108"
47265,"$1 under $25,000",3900,2530,680,46152
47265,"$25,000 under $50,000",2560,1200,690,92042
47265,"$50,000 under $75,000",1320,360,760,80981
47265,"$75,000 under $100,000",770,100,630,66114
47265,"$100,000 under $200,000",670,50,620,85129
47265,"$200,000 or more",80,** ,70,39690
,,,,,
47270,,340,130,160,"16,102"
47270,"$1 under $25,000",120,70,30,1512
47270,"$25,000 under $50,000",100,40,40,3620
47270,"$50,000 under $75,000",50,20,30,3243
47270,"$75,000 under $100,000",40,** ,30,3067
47270,"$100,000 under $200,000",30,** ,30,4660
47270,"$200,000 or more",** ,** ,** ,** 
,,,,,
47272,,920,370,380,"42,260"
47272,"$1 under $25,000",330,200,60,3662
47272,"$25,000 under $50,000",270,110,90,9662
47272,"$50,000 under $75,000",150,60,90,9115
47272,"$75,000 under $100,000",90,** ,70,7446
47272,"$100,000 under $200,000",80,** ,70,12375
47272,"$200,000 or more",** ,** ,** ,** 
,,,,,
47273,,900,380,440,"46,225"
47273,"$1 under $25,000",300,200,70,3645
47273,"$25,000 under $50,000",230,120,80,8764
47273,"$50,000 under $75,000",170,60,110,10652
47273,"$75,000 under $100,000",90,** ,80,7598
47273,"$100,000 under $200,000",110,** ,100,15566
47273,"$200,000 or more",** ,** ,** ,** 
,,,,,
47274,,"15,160","6,520","5,840","804,653"
47274,"$1 under $25,000",5220,3500,750,61246
47274,"$25,000 under $50,000",4350,1960,1050,161337
47274,"$50,000 under $75,000",2330,720,1220,142425
47274,"$75,000 under $100,000",1280,180,1030,110150
47274,"$100,000 under $200,000",1670,130,1510,221806
47274,"$200,000 or more",310,30,280,107689
,,,,,
47281,,710,280,350,"39,035"
47281,"$1 under $25,000",220,150,40,2460
47281,"$25,000 under $50,000",180,90,60,6740
47281,"$50,000 under $75,000",130,40,80,7879
47281,"$75,000 under $100,000",80,** ,70,6710
47281,"$100,000 under $200,000",100,** ,100,15246
47281,"$200,000 or more",** ,** ,** ,** 
,,,,,
47283,,"1,640",700,720,"74,665"
47283,"$1 under $25,000",610,390,130,6938
47283,"$25,000 under $50,000",440,210,130,16033
47283,"$50,000 under $75,000",280,70,180,17252
47283,"$75,000 under $100,000",180,30,150,15690
47283,"$100,000 under $200,000",130,** ,130,18752
47283,"$200,000 or more",** ,** ,** ,** 
,,,,,
47302,,"11,380","5,440","3,500","388,849"
47302,"$1 under $25,000",5900,3540,850,71760
47302,"$25,000 under $50,000",3020,1390,890,107612
47302,"$50,000 under $75,000",1270,390,740,77252
47302,"$75,000 under $100,000",640,80,520,54808
47302,"$100,000 under $200,000",510,40,460,65037
47302,"$200,000 or more",40,** ,40,12380
,,,,,
47303,,"9,320","5,030","2,750","361,195"
47303,"$1 under $25,000",4590,3240,550,55518
47303,"$25,000 under $50,000",2410,1280,590,85761
47303,"$50,000 under $75,000",1070,360,560,65361
47303,"$75,000 under $100,000",650,100,520,55902
47303,"$100,000 under $200,000",520,50,460,65627
47303,"$200,000 or more",80,** ,70,33026
,,,,,
47304,,"13,890","6,960","5,450","847,024"
47304,"$1 under $25,000",5040,3890,640,60219
47304,"$25,000 under $50,000",3180,1760,850,115899
47304,"$50,000 under $75,000",2100,740,1090,129889
47304,"$75,000 under $100,000",1370,280,1000,118460
47304,"$100,000 under $200,000",1760,220,1500,231419
47304,"$200,000 or more",440,70,370,191138
,,,,,
47305,,"1,350",790,260,"41,836"
47305,"$1 under $25,000",820,520,80,10012
47305,"$25,000 under $50,000",340,200,70,12187
47305,"$50,000 under $75,000",90,40,40,5568
47305,"$75,000 under $100,000",50,30,30,4686
47305,"$100,000 under $200,000",50,** ,40,9383
47305,"$200,000 or more",** ,** ,** ,** 
,,,,,
47320,,"1,860",780,810,"97,279"
47320,"$1 under $25,000",670,450,120,8098
47320,"$25,000 under $50,000",470,210,150,17137
47320,"$50,000 under $75,000",290,80,170,17683
47320,"$75,000 under $100,000",210,40,170,17665
47320,"$100,000 under $200,000",190,** ,170,24289
47320,"$200,000 or more",30,** ,30,12407
,,,,,
47325,,310,130,130,"11,748"
47325,"$1 under $25,000",130,80,30,1480
47325,"$25,000 under $50,000",90,50,30,3242
47325,"$50,000 under $75,000",50,** ,30,2728
47325,"$75,000 under $100,000",40,** ,40,4298
47325,"$100,000 under $200,000",** ,** ,** ,** 
47325,"$200,000 or more",** ,** ,** ,** 
,,,,,
47326,,780,290,440,"35,146"
47326,"$1 under $25,000",290,180,90,3412
47326,"$25,000 under $50,000",240,110,130,8928
47326,"$50,000 under $75,000",100,** ,80,6085
47326,"$75,000 under $100,000",80,** ,80,6909
47326,"$100,000 under $200,000",70,** ,60,9812
47326,"$200,000 or more",** ,** ,** ,** 
,,,,,
47327,,"1,920",900,800,"86,372"
47327,"$1 under $25,000",800,550,150,9295
47327,"$25,000 under $50,000",480,240,150,17597
47327,"$50,000 under $75,000",310,110,200,19340
47327,"$75,000 under $100,000",160,** ,140,13441
47327,"$100,000 under $200,000",150,** ,140,19590
47327,"$200,000 or more",20,** ,20,7109
,,,,,
47330,,"2,480","1,040","1,100","134,163"
47330,"$1 under $25,000",900,620,140,10473
47330,"$25,000 under $50,000",650,280,220,23420
47330,"$50,000 under $75,000",380,110,230,23554
47330,"$75,000 under $100,000",230,30,200,19761
47330,"$100,000 under $200,000",270,** ,260,34748
47330,"$200,000 or more",50,** ,50,22207
,,,,,
47331,,"9,670","4,350","3,910","427,468"
47331,"$1 under $25,000",4040,2660,760,47589
47331,"$25,000 under $50,000",2620,1140,910,95873
47331,"$50,000 under $75,000",1390,370,870,85576
47331,"$75,000 under $100,000",820,110,670,70655
47331,"$100,000 under $200,000",690,70,620,87054
47331,"$200,000 or more",110,** ,80,40721
,,,,,
47334,,"1,550",680,670,"81,660"
47334,"$1 under $25,000",580,390,100,6911
47334,"$25,000 under $50,000",370,180,110,13376
47334,"$50,000 under $75,000",240,70,150,15017
47334,"$75,000 under $100,000",170,40,140,14575
47334,"$100,000 under $200,000",160,** ,140,20694
47334,"$200,000 or more",30,** ,30,11087
,,,,,
47336,,"1,580",740,610,"64,339"
47336,"$1 under $25,000",670,450,110,7859
47336,"$25,000 under $50,000",460,210,150,16364
47336,"$50,000 under $75,000",230,80,150,14466
47336,"$75,000 under $100,000",110,** ,100,9777
47336,"$100,000 under $200,000",110,** ,100,15873
47336,"$200,000 or more",** ,** ,** ,** 
,,,,,
47338,,"1,250",510,570,"59,811"
47338,"$1 under $25,000",480,310,100,6045
47338,"$25,000 under $50,000",340,140,120,12143
47338,"$50,000 under $75,000",190,60,140,11892
47338,"$75,000 under $100,000",100,** ,80,8626
47338,"$100,000 under $200,000",140,** ,130,21105
47338,"$200,000 or more",** ,** ,** ,** 
,,,,,
47339,,290,110,150,"13,760"
47339,"$1 under $25,000",110,70,50,1424
47339,"$25,000 under $50,000",70,40,** ,2592
47339,"$50,000 under $75,000",50,** ,40,2949
47339,"$75,000 under $100,000",30,** ,30,2608
47339,"$100,000 under $200,000",30,** ,30,4187
47339,"$200,000 or more",** ,** ,** ,** 
,,,,,
47340,,"1,340",570,600,"62,248"
47340,"$1 under $25,000",540,350,110,6526
47340,"$25,000 under $50,000",340,150,130,12532
47340,"$50,000 under $75,000",200,70,130,12366
47340,"$75,000 under $100,000",130,** ,110,11255
47340,"$100,000 under $200,000",130,** ,120,19569
47340,"$200,000 or more",** ,** ,** ,** 
,,,,,
47341,,970,390,440,"46,849"
47341,"$1 under $25,000",350,240,60,3933
47341,"$25,000 under $50,000",250,100,90,9109
47341,"$50,000 under $75,000",180,50,120,11057
47341,"$75,000 under $100,000",100,** ,80,8572
47341,"$100,000 under $200,000",90,** ,90,14178
47341,"$200,000 or more",** ,** ,** ,** 
,,,,,
47342,,"1,240",520,560,"64,963"
47342,"$1 under $25,000",460,300,100,5715
47342,"$25,000 under $50,000",330,140,120,11935
47342,"$50,000 under $75,000",200,50,130,12081
47342,"$75,000 under $100,000",110,30,80,9513
47342,"$100,000 under $200,000",110,** ,100,14800
47342,"$200,000 or more",30,** ,30,10919
,,,,,
47345,,620,240,310,"30,716"
47345,"$1 under $25,000",220,140,50,2607
47345,"$25,000 under $50,000",180,70,80,6587
47345,"$50,000 under $75,000",80,30,60,5194
47345,"$75,000 under $100,000",60,** ,50,4994
47345,"$100,000 under $200,000",80,** ,70,11334
47345,"$200,000 or more",** ,** ,** ,** 
,,,,,
47346,,"1,840",790,830,"92,383"
47346,"$1 under $25,000",650,460,130,7458
47346,"$25,000 under $50,000",490,220,170,17707
47346,"$50,000 under $75,000",300,80,180,18344
47346,"$75,000 under $100,000",180,30,160,15571
47346,"$100,000 under $200,000",190,** ,170,23772
47346,"$200,000 or more",30,** ,20,9531
,,,,,
47348,,"4,310","1,900","1,800","193,312"
47348,"$1 under $25,000",1750,1110,340,21032
47348,"$25,000 under $50,000",1150,530,390,41485
47348,"$50,000 under $75,000",600,170,370,36211
47348,"$75,000 under $100,000",410,50,340,35208
47348,"$100,000 under $200,000",360,40,330,46098
47348,"$200,000 or more",40,** ,30,13278
,,,,,
47352,,440,180,230,"22,703"
47352,"$1 under $25,000",160,110,40,1957
47352,"$25,000 under $50,000",100,40,40,3590
47352,"$50,000 under $75,000",70,30,40,4282
47352,"$75,000 under $100,000",50,** ,50,4356
47352,"$100,000 under $200,000",60,** ,60,8518
47352,"$200,000 or more",** ,** ,** ,** 
,,,,,
47353,,"2,680","1,230","1,160","129,039"
47353,"$1 under $25,000",990,750,140,11420
47353,"$25,000 under $50,000",720,350,240,25862
47353,"$50,000 under $75,000",450,90,310,27595
47353,"$75,000 under $100,000",250,40,220,21710
47353,"$100,000 under $200,000",230,** ,220,29628
47353,"$200,000 or more",40,** ,30,12824
,,,,,
47354,,520,210,250,"25,422"
47354,"$1 under $25,000",190,110,50,2368
47354,"$25,000 under $50,000",120,50,50,4200
47354,"$50,000 under $75,000",100,50,60,5859
47354,"$75,000 under $100,000",60,** ,40,4839
47354,"$100,000 under $200,000",50,** ,50,8156
47354,"$200,000 or more",** ,** ,** ,** 
,,,,,
47355,,"1,230",550,520,"53,005"
47355,"$1 under $25,000",500,320,100,5696
47355,"$25,000 under $50,000",330,160,110,11940
47355,"$50,000 under $75,000",200,50,130,12431
47355,"$75,000 under $100,000",120,20,100,10715
47355,"$100,000 under $200,000",80,** ,80,12223
47355,"$200,000 or more",** ,** ,** ,** 
,,,,,
47356,,"2,760","1,170","1,210","148,651"
47356,"$1 under $25,000",990,680,160,12236
47356,"$25,000 under $50,000",630,300,190,22983
47356,"$50,000 under $75,000",440,130,250,26822
47356,"$75,000 under $100,000",330,60,270,28268
47356,"$100,000 under $200,000",330,** ,300,41905
47356,"$200,000 or more",40,** ,40,16437
,,,,,
47357,,550,230,270,"25,509"
47357,"$1 under $25,000",200,130,50,2544
47357,"$25,000 under $50,000",140,60,50,5015
47357,"$50,000 under $75,000",90,40,70,5644
47357,"$75,000 under $100,000",60,** ,50,5015
47357,"$100,000 under $200,000",60,** ,50,7291
47357,"$200,000 or more",** ,** ,** ,** 
,,,,,
47358,,430,210,190,"19,296"
47358,"$1 under $25,000",170,120,40,1996
47358,"$25,000 under $50,000",110,60,30,3943
47358,"$50,000 under $75,000",70,30,50,4465
47358,"$75,000 under $100,000",40,** ,30,3005
47358,"$100,000 under $200,000",40,** ,40,5887
47358,"$200,000 or more",** ,** ,** ,** 
